bbl,bin,compltyear,unitsco,zoningdst1,latitude,longitude,lotarea,lotfront
4077540072,4164027,2010,1.0,R2,40.7377394475,-73.7538993815,7345,65.0000000
4008850001,4019875,2010,117.0,R7X,40.772703,-73.925936,16729,74.5500000
4040020074,4097069,2010,2.0,R4A,40.7875996756,-73.8422734357,2494,25.0000000
4051257503,4607335,2014,21.0,R6,40.7520784913,-73.8273288376,6475,59.1500000
4056220050,4127177,2010,1.0,R2,40.7473637316,-73.7910772805,4000,40.0000000
4063530027,4138963,2012,2.0,R4-1,40.7455683579,-73.8339300117,4000,40.0000000
4063530029,4138964,2012,2.0,R4-1,40.7455820173,-73.8340881441,4000,40.0000000
4004227501,4539113,2019,182.0,M1-6,40.7493342473,-73.9399298602,13500,90.0000000
4068000072,4147277,2011,7.0,R6,40.7287139305,-73.8075037994,2500,25.0000000
4087270077,4178377,2011,1.0,R2,40.7455517921,-73.7010294716,6000,60.0000000
4041980017,4522358,2013,3.0,R5B,40.779880771,-73.8457999064,2500,25.0000000
4041980018,4596091,2013,3.0,R5B,40.7798328824,-73.8457998437,2500,25.0000000
4007620160,4014469,2013,2.0,R4,40.7711660298,-73.898327208,4000,40.0000000
4000460011,4539350,2011,7.0,R6B,40.7447501978,-73.9523091845,2500,25.0000000
4008397501,4616724,2010,24.0,R6,40.7713936258,-73.920310811,8516,50.0000000
4092510034,4612463,2013,6.0,C2-3,40.7039632732,-73.8217319179,2354,24.5800000
4061810017,4136670,2010,1.0,R2A,40.7692186745,-73.7673625617,5395,65.0000000
4022420022,4052642,2016,1.0,R1-2A,40.7264530656,-73.8397696362,4000,40.0000000
4097127501,4539494,2011,25.0,R6A,40.7100681649,-73.8158336456,7320,60.0000000
4019980057,4538185,2012,3.0,R5,40.7490794922,-73.8571319743,2500,25.0000000
4000280021,4615146,2013,188.0,M1-4,40.7462386008,-73.9551144012,20000,100.0000000
4006497501,4538649,2010,7.0,R6,40.7612593668,-73.9196134992,6900,69.0000000
4006497501,4538650,2010,7.0,R6,40.7611538144,-73.9196985215,6900,69.0000000
4006497501,4538648,2010,7.0,R6,40.7612085772,-73.9196549078,6900,69.0000000
4056080016,4595372,2014,2.0,R3-2,40.7508381434,-73.7886843379,4000,40.0000000
4056080014,4595375,2014,2.0,R3-2,40.75094046,-73.7887337525,4000,40.0000000
4003260024,4542928,2011,3.0,R5,40.7643509948,-73.9377144754,2105,35.1700000
4157880022,4534931,2014,3.0,R6,40.5982675123,-73.7646822811,1831,50.0000000
4156070062,4541461,2012,2.0,R5,40.5955763335,-73.7394400656,2760,60.0000000
4156070063,4587190,2012,2.0,R5,40.5956414924,-73.7394208916,2474,30.0000000
4134700043,4286634,2010,2.0,R3-1,40.6625579482,-73.7565941152,4000,40.0000000
4006580013,4010505,2014,8.0,R6,40.7598473767,-73.9191378696,2500,25.0000000
4054100105,4595291,2011,2.0,R3X,40.7567302991,-73.812512061,3135,31.3500000
4054100005,4122078,2011,2.0,R3X,40.7567083465,-73.812593966,3534,35.3400000
4012920050,4519734,2019,35.0,C4-3,40.7480160231,-73.8846539978,5000,50.0000000
4012927501,4864333,2017,29.0,R7-1,40.74818476,-73.88468022,7000,70.0000000
4056280022,4127376,2017,1.0,R3-2,40.7498612897,-73.7865022528,6000,60.0000000
4091590072,4190933,2010,2.0,R4,40.6782328005,-73.8456560064,5038,50.0000000
4000330012,4539348,2010,5.0,M1-4,40.7424035645,-73.9553271781,2500,25.0000000
4053587501,4120866,2010,7.0,R5,40.7600904564,-73.7881411982,5000,50.0000000
4116680009,4451175,2010,2.0,R3-2,40.6782405465,-73.8144168283,4000,40.0000000
4091510014,4190501,2015,1.0,R4,40.6775852065,-73.8488193618,3800,38.0000000
4000457501,4539349,2013,20.0,R7A,40.7441425763,-73.9513674965,5000,50.0000000
4100500008,4538981,2010,2.0,R4,40.6937228412,-73.8056839481,2500,25.0000000
4019900014,4538753,2012,3.0,R5,40.7465756292,-73.8585933547,2883,28.8300000
4093530013,4540042,2011,3.0,R5,40.6986676272,-73.8229845306,2004,20.0200000
4093530014,4540043,2011,3.0,R5,40.6986180254,-73.8229598142,2004,20.0200000
4110710049,4613931,2011,2.0,R3A,40.694886804,-73.7526609366,3000,30.0000000
4042560016,4539305,2010,3.0,R5B,40.7755322599,-73.8471365216,3108,28.8300000
4042560017,4538337,2010,3.0,R5B,40.7755355358,-73.8470593589,2031,20.3300000
4042560018,4538338,2010,3.0,R5B,40.7755356785,-73.8469835059,2031,20.3300000
4158030023,4590303,2010,3.0,R6,40.595142974,-73.760582115,3224,52.0000000
4005670129,4602578,2014,8.0,R6,40.7649525116,-73.9294100073,3857,25.6900000
4042560019,4538339,2010,3.0,R5B,40.7755358165,-73.8469101648,2031,20.3300000
4042560020,4538340,2010,3.0,R5B,40.7755359562,-73.8468356655,2031,20.3300000
4042560021,4538341,2010,3.0,R5B,40.7755361011,-73.8467596106,2031,20.3300000
4042560022,4538342,2010,3.0,R5B,40.7755454478,-73.8466834653,3532,73.3200000
4133050031,4537452,2011,2.0,R3-2,40.6612420725,-73.7704951105,2132,41.8000000
4016057501,4539421,2010,17.0,R6B,40.7479243662,-73.867907749,6950,73.0000000
4033210379,4611489,2012,18.0,R7A,40.70673301,-73.8362346124,3320,39.6700000
4018570026,4045962,2010,3.0,R5,40.7370138511,-73.8709890528,3327,27.7000000
4018570027,4045963,2010,3.0,R5,40.7370291225,-73.8709208878,2365,19.6900000
4018570029,4045964,2010,3.0,R5,40.7370443943,-73.8708527175,3326,27.7000000
4124950160,4538419,2010,2.0,R6,40.6736781774,-73.7684993971,1612,16.0000000
4124950161,4270053,2010,2.0,R6,40.6737187276,-73.768514068,1591,16.0000000
4048550033,4539308,2011,1.0,R2,40.7689511569,-73.8097190918,5050,50.0000000
4102230004,4217770,2010,2.0,R4-1,40.7026924476,-73.7886648098,2000,20.0000000
4005740036,4549254,2012,8.0,R6,40.7689993568,-73.924490328,2500,25.0000000
4005740037,4594934,2012,8.0,R6,40.7690586976,-73.9244429345,2500,25.0000000
4018427502,4045397,2012,83.0,C1-2,40.737158091,-73.8770717594,4580,157.1700000
4054010013,4541695,2012,2.0,R3-2,40.7568610182,-73.8162938037,2500,50.0000000
4054010012,4539330,2012,1.0,R3-2,40.7568881285,-73.8161919952,2500,50.0000000
4131570005,4569118,2010,1.0,R3-2,40.6745390927,-73.740949458,1920,43.6500000
4006337501,4009423,2010,22.0,R6,40.7688261058,-73.9151403525,7508,75.0000000
4047980078,4539307,2010,1.0,R2,40.770324539,-73.8190825555,8750,50.0000000
4011290027,4540010,2011,3.0,R4,40.7599435506,-73.8873710605,2781,27.8100000
4011290024,4540011,2011,3.0,R4,40.7600513094,-73.8873897979,2781,27.8100000
4011290025,4540012,2011,3.0,R4,40.7599967083,-73.8873802134,1937,19.3700000
4118030060,4536720,2014,1.0,R3-2,40.6695934052,-73.8233987204,2450,24.5000000
4039640040,4549872,2010,2.0,R3A,40.790022088,-73.8453322166,2500,25.0000000
4017670059,4044182,2013,5.0,R5,40.7503525505,-73.8648247929,3100,25.0000000
4094620038,4539449,2011,8.0,R5,40.6926224235,-73.8234095798,5675,50.0000000
4017530125,4043692,2010,8.0,R6B,40.7560024434,-73.8592668289,3000,30.0000000
4122550019,4265904,2010,2.0,R3-2,40.6786597115,-73.7814625682,3500,50.0000000
4094510070,4607894,2016,3.0,R5,40.6904229752,-73.8288402971,2765,30.0200000
4058070044,4130098,2015,1.0,R2A,40.7761647578,-73.7856012159,4032,47.0000000
4050397510,4539426,2011,16.0,R6,40.7563755337,-73.8330215902,7500,75.0000000
4072580036,4156176,2010,1.0,R1-2,40.725324639,-73.7813245714,6712,51.5000000
4155770023,4298552,2013,1.0,R2,40.60328,-73.740747,6226,83.7400000
4096690030,4206575,2011,27.0,R6A,40.714830795,-73.8220663115,7125,75.0000000
4080590025,4457883,2010,1.0,R1-2,40.7708806267,-73.7523682722,8389,70.9000000
4068000073,4147278,2010,7.0,R6,40.72864699,-73.8074907981,2600,26.0000000
4005980076,4007846,2011,7.0,R6,40.7683700605,-73.9209558258,2840,27.9200000
4097130152,4539451,2010,10.0,R6A,40.7107098873,-73.8159839891,3150,30.0000000
4100500007,4214911,2010,2.0,R4,40.693685225,-73.8057289077,2500,25.0000000
4100070008,4616688,2017,8.0,R5,40.6972948329,-73.8090166217,4550,50.0000000
4077970083,4164943,2010,1.0,R2,40.7339755518,-73.7488075288,7830,58.0000000
4094510069,4607893,2016,3.0,R5,40.690363028,-73.828811166,2765,30.0200000
4050400014,4595273,2011,10.0,R6,40.7554663179,-73.8328431966,4000,32.0000000
4063717501,4864406,2019,24.0,C1-2,40.746834,-73.828411,18855,123.3300000
4116980145,4547156,2014,2.0,R3-2,40.675936419,-73.8046462284,3138,30.0000000
4116980045,4547155,2014,2.0,R3-2,40.6758737218,-73.8046138417,3138,30.0000000
4163050056,4306828,2015,1.0,R1-2,40.5713087869,-73.8649682647,5000,50.0000000
4130330008,4538966,2010,1.0,R3-2,40.6745824614,-73.7538028741,1927,41.5900000
4021667501,4051522,2010,12.0,R6,40.735497414,-73.8496543385,4757,0.0000000
4015427502,4038631,2014,30.0,R6,40.7377716007,-73.8803859701,8096,80.9700000
4140770033,4540416,2014,1.0,R2,40.6487784217,-73.8462948268,6200,62.0000000
4081800033,4620308,2010,1.0,R1-2,40.7646975161,-73.7425072477,8000,80.0000000
4157610041,4593860,2011,2.0,R5,40.599881,-73.755446,2102,29.2000000
4157610040,4593858,2011,2.0,R5,40.5999357689,-73.7553716926,2102,29.2000000
4157610003,4436118,2011,2.0,R5,40.5999776443,-73.7557112588,2296,29.7500000
4157610004,4593857,2011,2.0,R5,40.6000350684,-73.755679347,2160,29.4400000
4013007502,4541374,2011,12.0,R6,40.7448766428,-73.8967218073,4000,0.0000000
4006460062,4542540,2010,3.0,R5,40.758774374,-73.9227598373,3000,30.0000000
4006460061,4545906,2010,3.0,R5,40.7588243856,-73.922718521,3000,30.0000000
4116960055,4610743,2012,1.0,R3-2,40.6759143411,-73.8066544281,2000,20.0000000
4028090074,4538819,2010,2.0,R4-1,40.7274026781,-73.8902118796,3643,20.0000000
4002677503,4595482,2013,48.0,M1-5,40.7471178434,-73.9409343174,5000,50.0000000
4000330010,4000156,2010,5.0,M1-4,40.7423702949,-73.9551500024,2500,25.0000000
4000330011,4538612,2010,5.0,M1-4,40.7423873032,-73.9552392171,2500,25.0000000
4115560012,4248966,2013,2.0,R4,40.6691449613,-73.838078074,1530,15.8500000
4063810011,4139656,2010,3.0,R4,40.7438369567,-73.8270216674,4000,40.0000000
4115560013,4595161,2013,2.0,R4,40.6691656371,-73.8379983459,1624,20.4000000
4115560011,4595159,2013,2.0,R4,40.6691449613,-73.838078074,1529,21.6800000
4116200028,4541553,2011,2.0,R4,40.6784802476,-73.8234891298,2910,30.0000000
4116200026,4250310,2011,2.0,R4,40.678592345,-73.8235436407,2916,30.0000000
4116200027,4541552,2011,2.0,R4,40.6785318704,-73.8235291722,1944,20.0000000
4013057501,4030453,2012,31.0,R6,40.7465487703,-73.8920023104,10200,100.0000000
4083780036,4173160,2010,1.0,R2A,40.7521372939,-73.7277976841,7140,69.4200000
4051047501,4540146,2010,10.0,R6,40.7530305367,-73.8319397495,3467,34.6700000
4142551707,4610815,2015,2.0,R3-1,40.6511586447,-73.8275737998,3200,40.0000000
4142552707,4610816,2015,2.0,R3-1,40.651173965,-73.8274702172,3200,40.0000000
4015177501,4540121,2010,8.0,R7B,40.7428927382,-73.8817220058,2500,25.0000000
4097937501,4540151,2011,13.0,C4-5X,40.7070265093,-73.7977249505,2869,38.0000000
4049557513,4539317,2011,8.0,R6,40.7672983632,-73.8283423,3742,37.4200000
4051937504,4117248,2011,12.0,R7B,40.7546539475,-73.8208053284,3100,31.0000000
4017240046,4548843,2010,3.0,R5,40.7568702397,-73.8597136717,3000,30.0000000
4004350013,4539949,2013,709.0,R10,40.7486718076,-73.9428641958,48550,200.0900000
4125170039,4583893,2010,2.0,R3-2,40.681618249,-73.7703958462,3654,42.0000000
4140820029,4539486,2011,1.0,R2,40.6488352682,-73.8413987869,3450,34.5000000
4052840052,4119535,2011,1.0,R1-2,40.7648169189,-73.8008146436,8000,80.0000000
4051057505,4541376,2011,50.0,R6,40.7521154344,-73.8312580404,2016,21.0000000
4012997501,4030292,2010,12.0,R6,40.7450127844,-73.8972286281,4000,40.0000000
4092370001,4192948,2018,1.0,R5,40.7042983417,-73.8305856059,6560,63.0000000
4099660061,4213559,2016,1.0,R1-2,40.7189541908,-73.7778886682,11112,80.0000000
4131340063,4282113,2010,2.0,R3-2,40.6731128999,-73.7513718583,3648,23.3000000
4131340064,4539006,2010,2.0,R3-2,40.6731284924,-73.7514452615,3479,29.4200000
4022420013,4052639,2014,1.0,R1-2,40.72631801,-73.8402277493,6000,60.0000000
4045250060,4539396,2010,1.0,R2A,40.7940407029,-73.8106488373,5400,40.0000000
4068017505,4546124,2011,22.0,R6,40.7294053622,-73.8069789609,7966,80.0000000
4004180024,4594823,2015,183.0,M1-6,40.7502048524,-73.936900745,6724,94.0000000
4050627502,4536338,2010,14.0,R6,40.7548768395,-73.8343884555,5000,50.0000000
4014677501,4539303,2011,29.0,R6A,40.7510849021,-73.8738317186,10000,100.0000000
4012167501,4539403,2010,18.0,R6,40.7477868542,-73.9020325425,7900,50.0000000
4016100053,4542826,2011,3.0,R6B,40.7488284732,-73.8638763489,1000,20.0000000
4016100154,4542827,2011,3.0,R6B,40.7488081239,-73.8639424862,1000,20.0000000
4016100153,4542828,2011,3.0,R6B,40.7487886007,-73.8640092483,1000,20.0000000
4016100152,4542829,2011,3.0,R6B,40.7487677833,-73.864075498,1000,20.0000000
4016100151,4542830,2011,2.0,R6B,40.7487483743,-73.864143843,1000,20.0000000
4014857501,4596385,2010,58.0,R7X,40.7457705282,-73.8905938227,12000,120.0000000
4087710055,4179397,2010,1.0,R2,40.7379366823,-73.7087974624,4000,40.0000000
4049490006,4541413,2011,1.0,M2-1,40.7665457173,-73.8328459036,2675,50.0000000
4123620038,4577671,2010,2.0,R3-2,40.6829264474,-73.7784032716,3000,30.0000000
4123620040,4538906,2010,2.0,R3-2,40.682866739,-73.7783694175,3000,30.0000000
4017790004,4538737,2010,8.0,R6B,40.7523923236,-73.8587346431,3125,25.0000000
4059800048,4133138,2010,2.0,R3X,40.7745563444,-73.7864952994,5629,60.0000000
4082430323,4171226,2010,1.0,R1-2,40.7638197858,-73.7314748605,6400,88.0000000
4056730032,4128218,2012,1.0,R2,40.7427022725,-73.78787357,4000,40.0000000
4006910040,4595991,2016,5.0,R6B,40.7574629405,-73.9163114755,2500,25.0000000
4017790104,4538738,2010,8.0,R6B,40.7524164661,-73.858653396,2750,22.0000000
4006110064,4538644,2010,3.0,R5,40.7600207914,-73.9261788135,1792,18.2300000
4006110065,4538643,2010,2.0,R5,40.7599794574,-73.9262113799,2583,26.2300000
4000417501,4539250,2010,32.0,R7X,40.7421859626,-73.9538479041,6202,100.0000000
4005707503,4006680,2010,26.0,R6,40.7665132629,-73.927443624,8333,0.0000000
4022200017,4565420,2011,1.0,R1-2,40.7243725536,-73.844174303,5000,50.0000000
4048450054,4109588,2016,1.0,R2A,40.7761067216,-73.8076181156,4017,40.1700000
4058020001,4129937,2012,1.0,R2,40.7748097974,-73.7901469755,7000,70.0000000
4006610037,4010723,2016,8.0,R6,40.7648850541,-73.9155457933,2500,25.0000000
4076540049,4595304,2012,2.0,R3-1,40.7506380822,-73.7470034754,2500,25.0000000
4076540050,4595303,2013,2.0,R3-1,40.7506861457,-73.7470261581,2500,25.0000000
4076630039,4163358,2010,2.0,R3-1,40.747337707,-73.747987149,5000,50.0000000
4017767502,4539554,2010,8.0,R6B,40.7511377654,-73.8597590284,3125,25.0000000
4073080066,4603847,2010,1.0,R3-1,40.7560869298,-73.7745518311,2000,20.0000000
4051927505,4117230,2013,10.0,R7B,40.7542015358,-73.8215007017,3100,31.0000000
4013220001,4440550,2010,0.0,R7X,40.7427103192,-73.9115725944,10000,100.0000000
4097147501,4207776,2011,18.0,R6A,40.7121444781,-73.8165327669,4000,40.0000000
4028850074,4610309,2014,2.0,R6,40.7300408528,-73.8727793044,1026,26.0000000
4053930010,4121745,2010,1.0,C2-2,40.7594517023,-73.8038047797,2500,26.3300000
4044147506,4100860,2010,10.0,R6,40.7696414021,-73.8269704236,3432,26.0000000
4062390006,4137590,2011,2.0,R3X,40.7659813799,-73.7707572014,5000,50.0000000
4005780026,4594935,2011,8.0,R6,40.7662478795,-73.9254728666,3669,25.0000000
4057830047,4537826,2010,2.0,R3X,40.781218697,-73.791957201,4000,40.0000000
4057830044,4620334,2010,2.0,R3X,40.7811113764,-73.7919358029,4000,40.0000000
4003860033,4539251,2011,88.0,M1-3D,40.7543714098,-73.9356292175,8008,100.0000000
4142401330,4612731,2014,2.0,R3-1,40.6543774723,-73.8283333394,3200,40.0000000
4142391176,4612160,2014,2.0,R3-1,40.6555697713,-73.8286426518,3200,40.0000000
4122920037,4539480,2012,58.0,C2-2,40.668946214,-73.7815509047,14626,100.9200000
4017610048,4540056,2012,7.0,R6B,40.7508537664,-73.8681161903,2500,25.0000000
4017610049,4540057,2012,7.0,R6B,40.750916245,-73.8681533651,2500,25.0000000
4053930111,4121746,2010,1.0,C2-2,40.759523,-73.803814,2500,25.0000000
4005980023,4007814,2010,9.0,R6,40.7695770792,-73.9195761732,3192,31.9200000
4007737501,4615016,2016,3.0,R4,40.7735303538,-73.8995848656,5088,109.0000000
4118220001,4256982,2010,1.0,R3-2,40.6666723147,-73.8193451149,4000,40.0000000
4015657501,4540125,2010,18.0,R7B,40.7468282678,-73.8745258054,5000,50.0000000
4116530037,4251582,2010,2.0,R3-2,40.6790576978,-73.8132004447,3900,39.0000000
4017750012,4538730,2010,8.0,R6B,40.7516475793,-73.8610827403,3375,27.0000000
4017750013,4538731,2010,7.0,R6B,40.7516710843,-73.861007484,2500,20.0000000
4017857501,4540180,2010,8.0,R6B,40.7532031362,-73.8543722959,3125,25.0000000
4005970111,4007780,2012,8.0,R6,40.7697825655,-73.9198859495,2505,25.0200000
4127200137,4594925,2012,1.0,R2,40.6819154995,-73.7546874373,3800,40.0000000
4008610044,4018535,2010,8.0,R6,40.7724323564,-73.9210430484,2603,23.6700000
4006570017,4010443,2011,10.0,R6,40.7604452149,-73.9196660478,5000,50.0000000
4015177502,4037480,2012,8.0,R7B,40.7431869068,-73.8820237701,2500,25.0000000
4005780035,4007092,2010,31.0,R6,40.7660143984,-73.9250185245,10950,75.0000000
4027180030,4060776,2011,3.0,R4,40.7247729254,-73.8996289755,2500,25.0000000
4027180029,4060775,2012,2.0,R4,40.7247988614,-73.8995787166,2500,25.0000000
4024710043,4057077,2010,4.0,R4,40.7350648059,-73.8842161319,4000,40.0000000
4019410072,4047716,2010,2.0,R5,40.7407359393,-73.8574585929,1891,20.0000000
4033597501,4596916,2016,122.0,C4-4,40.7123689742,-73.8279450567,13785,0.0000000
4054590018,4542656,2011,2.0,R4-1,40.7532873605,-73.8065863357,2677,25.0000000
4054590020,4584446,2011,2.0,R4-1,40.7534257046,-73.8065687748,2495,25.0000000
4012320074,4028395,2010,8.0,R6,40.746551249,-73.9010786199,2000,20.0000000
4091230055,4620289,2010,3.0,R4,40.678551,-73.861535,4000,40.0000000
4039167505,4541647,2010,12.0,R4,40.793351,-73.844701,120966,48.0000000
4039167505,4541657,2010,6.0,R4,40.793351,-73.844701,120966,48.0000000
4039167505,4541649,2010,12.0,R4,40.793351,-73.844701,120966,48.0000000
4039167505,4541640,2010,21.0,R4,40.793351,-73.844701,120966,48.0000000
4042270032,4099853,2011,2.0,R4A,40.7781904993,-73.84454215,5008,50.0800000
4054590021,4542657,2011,2.0,R4-1,40.7534846909,-73.8065587363,2408,25.0000000
4054590019,4542658,2011,2.0,R4-1,40.7533487686,-73.8065770354,2584,25.0000000
4054140042,4608535,2015,2.0,R4-1,40.758683,-73.809216,2500,25.0000000
4054140041,4122167,2015,2.0,R4-1,40.7587102547,-73.8091918288,3000,30.0000000
4071157502,4540082,2010,6.0,R4,40.7332896244,-73.7858010362,5960,40.0000000
4006770146,4537244,2010,3.0,R5,40.7577601875,-73.9180976685,2900,29.0000000
4006770045,4011061,2010,3.0,R5,40.7578087159,-73.9180598798,2100,21.0000000
4134690042,4286599,2015,2.0,R3-1,40.6628892728,-73.7574702557,4000,40.0000000
4017777501,4044683,2010,16.0,R6B,40.7534653849,-73.8594844012,7500,75.0000000
4064060022,4140186,2010,2.0,R3X,40.7452179932,-73.823284475,4010,39.6700000
4051040015,4115123,2010,8.0,R6,40.753124354,-73.8316998822,2500,25.0000000
4030997501,4593853,2013,22.0,R7-1,40.726631184,-73.858997874,5000,50.0000000
4001590028,4001778,2016,38.0,R7A,40.7462861548,-73.9211326746,7271,102.0100000
4019410001,4619805,2018,4.0,R6B,40.7400678436,-73.8574972548,1891,20.0000000
4134600026,4528613,2010,2.0,R3-1,40.6595309431,-73.7546724979,3000,30.0000000
4134600026,4528613,2010,2.0,R3-1,40.6595309431,-73.7546724979,3000,30.0000000
4017600031,4043886,2010,7.0,R6B,40.7502392984,-73.8682781903,2800,28.0000000
4050177502,4483670,2012,8.0,R5,40.7649336543,-73.8162450961,5000,50.0000000
4097387501,4592211,2010,41.0,R6A,40.7140490468,-73.8143326857,10741,107.4100000
4124810086,4583683,2011,1.0,R3A,40.6846475696,-73.7663575595,2250,25.0000000
4018830045,4540168,2011,3.0,R6B,40.7427907067,-73.8636874314,2153,21.0000000
4018830047,4540170,2011,3.0,R6B,40.7427560862,-73.8638319096,2158,21.0500000
4018830046,4540169,2011,3.0,R6B,40.7427732098,-73.86376045,2153,21.0000000
4018830044,4540167,2011,3.0,R6B,40.7428082584,-73.863614184,2153,21.0000000
4018830043,4540166,2011,3.0,R6B,40.7428254815,-73.8635423085,2153,21.0000000
4018830042,4540165,2011,3.0,R6B,40.7428429541,-73.8634693924,2153,21.0000000
4018830041,4540164,2011,3.0,R6B,40.7428604607,-73.8633963351,2153,21.0000000
4018830038,4540161,2011,3.0,R6B,40.7429123726,-73.8631796915,2153,21.0000000
4018830037,4540160,2011,3.0,R6B,40.7429297314,-73.8631072503,2153,21.0000000
4018830036,4437286,2011,3.0,R6B,40.7429472578,-73.8630341064,2158,21.0500000
4018830040,4540163,2011,3.0,R6B,40.7428778611,-73.8633237179,2153,21.0000000
4018830039,4540162,2011,3.0,R6B,40.7428952183,-73.8632512837,2153,21.0000000
4124500032,4268960,2013,2.0,R3A,40.688805102,-73.7623078174,3480,40.0000000
4054420060,4864615,2012,2.0,R4-1,40.755121,-73.803105,2800,28.0000000
4054420062,4123328,2012,2.0,R4-1,40.7550743466,-73.803058568,2400,24.0000000
4054420162,4596230,2017,2.0,R4-1,40.7549645584,-73.8030779944,2800,0.0000000
4087760067,4179526,2013,1.0,R2,40.7397990487,-73.7048947147,6000,60.0000000
4010050003,4616467,2016,3.0,R4,40.7680235689,-73.8959105911,2000,20.0000000
4010050001,4616468,2016,3.0,R4,40.767998,-73.895999,3000,30.0000000
4051040016,4115124,2010,8.0,R6,40.7531534699,-73.8316182423,2500,25.0000000
4123040001,4541669,2012,2.0,R3-1,40.6695377288,-73.7791102622,3000,30.0000000
4123040003,4541670,2012,2.0,R3-1,40.6695664642,-73.7790422318,3000,30.0000000
4015597501,4541581,2011,20.0,R7B,40.7432744078,-73.8793857865,5982,66.4400000
4005677502,4006574,2011,10.0,R6A,40.7643606713,-73.9296424249,3969,0.0000000
4097120186,4207740,2011,36.0,R6A,40.7104016565,-73.8137691009,8960,80.0000000
4050537501,4114829,2011,15.0,R5,40.7607023109,-73.816456055,8192,64.0000000
4060500001,4134595,2013,1.0,R2A,40.7731404846,-73.7782393128,6400,64.0000000
4008397504,4614936,2016,25.0,R6,40.7715463906,-73.9202609607,7810,50.0000000
4012227501,4540112,2010,25.0,R6,40.7473838791,-73.8969039741,8750,50.0000000
4017430006,4043310,2014,9.0,R6B,40.7544716455,-73.8654049316,3500,25.1700000
4082470046,4171310,2011,1.0,R1-2,40.7667124712,-73.7324038316,8881,83.0000000
4106510072,4227537,2019,1.0,R2,40.7236704461,-73.7439388692,3800,38.0000000
4098800004,4539458,2015,8.0,R5,40.7131373848,-73.7931614729,6150,75.0000000
4095060024,4201356,2010,2.0,R5,40.682718,-73.838603,3742,37.4200000
4004220001,4538465,2013,142.0,M1-6/R10,40.7495606972,-73.9401125696,9500,140.0000000
4096220022,4206371,2011,2.0,R4A,40.7044735359,-73.8189539634,4000,40.0000000
4105140018,4223949,2011,1.0,R1-2,40.7206069464,-73.768749569,11413,53.7500000
4008317501,4542578,2012,10.0,R5,40.777033,-73.908034,5522,50.0000000
4045450025,4561544,2010,1.0,R2A,40.7931317955,-73.8061927678,5000,50.0000000
4155420207,4539475,2011,1.0,R3X,40.6054169663,-73.7478331872,3250,50.0000000
4071830040,4154408,2012,1.0,R2A,40.733302,-73.775357,5500,55.0000000
4045450026,4561537,2010,1.0,R2A,40.7931485896,-73.8063713133,5000,50.0000000
4132860034,4611937,2012,2.0,R3-2,40.6631404299,-73.7734290743,2850,30.0000000
4097160118,4207882,2013,37.0,R6A,40.7132811602,-73.815568999,9200,80.0000000
4062570026,4137866,2010,1.0,R2A,40.7663655027,-73.7628452751,5288,50.0000000
4008610005,4594245,2013,29.0,R6,40.7713440928,-73.9217852927,10084,50.0000000
4129000007,4277518,2011,1.0,R2A,40.6819714718,-73.7450387645,6000,60.0000000
4004137501,4596253,2013,117.0,M1-6,40.7526818376,-73.9404002198,18536,185.2100000
4049817504,4594824,2013,18.0,R6,40.7675863498,-73.8249420731,14580,60.0000000
4050020084,4609746,2015,2.0,R6,40.764875,-73.824245,2390,18.8100000
4050020085,4864618,2015,2.0,R6,40.764867,-73.824314,2376,18.8100000
4014940009,4036905,2013,2.0,R5,40.7439723514,-73.8905771717,3800,40.0000000
4041660022,4099222,2010,2.0,R5B,40.7812176085,-73.8456986347,1678,16.7800000
4041660023,4538882,2010,2.0,R5B,40.7812620617,-73.8456982867,1644,16.4400000
4041660123,4538887,2010,2.0,R5B,40.7813065916,-73.8456979371,1678,16.7800000
4067520095,4146804,2010,3.0,R4,40.7373937127,-73.8101660883,4000,40.0000000
4098390058,4613116,2014,2.0,R4A,40.7105468526,-73.795289442,5000,50.0000000
4062250010,4137370,2010,2.0,R4A,40.7641569812,-73.7745544735,4000,40.0000000
4051240029,4115450,2013,8.0,R6,40.7528910149,-73.8277397067,2087,20.2500000
4007150020,4594965,2012,3.0,R5,40.7648094839,-73.9095435516,2866,28.6600000
4050270024,4113948,2011,3.0,R5,40.7618140481,-73.8179613701,3610,24.0000000
4100790009,4215361,2015,2.0,R4,40.6917259886,-73.8050813022,2550,25.0000000
4031040092,4534094,2010,50.0,R7B,40.7252435033,-73.8591836204,13074,157.9000000
4122000006,4538879,2010,1.0,R3-2,40.6870808211,-73.7850775366,1914,24.0000000
4122000004,4588623,2010,1.0,R3-2,40.6870261861,-73.7849847136,1865,24.0000000
4122000005,4538878,2010,1.0,R3-2,40.6870501173,-73.7850350435,1276,16.0000000
4063000035,4138364,2011,6.0,R6B,40.760915263,-73.7689097558,2763,25.0000000
4015400059,4038612,2010,3.0,R5,40.7382109076,-73.8813669981,2500,25.0000000
4122000002,4538873,2013,1.0,R3-2,40.6869360603,-73.784863344,1058,16.5000000
4122000001,4588621,2013,1.0,R3-2,40.6868872977,-73.7848069456,1977,45.5000000
4122000003,4538874,2013,1.0,R3-2,40.6869738633,-73.7848991381,1701,24.0000000
4098890066,4211393,2011,1.0,R1-2,40.7163918122,-73.7911483146,7700,50.0000000
4122970004,4538555,2010,1.0,R3X,40.6717657393,-73.7785805478,3072,38.4000000
